subcity,bedrooms,bathrooms,area_sqm,has_water_tank,has_generator,is_furnished,description_text,rent_price_etb
Addis Ketema,4,3,142.5,0,0,0,4-bedroom unit in Addis Ketema for long-term rental. Floor space of 142 square metres. Well maintained apartment. Ideal for families or professionals.,41500.0
Yeka,2,2,84.4,0,0,1,2-bedroom unit in Yeka for long-term rental. About 84 square metres of living space. Furnished and ready to move in. Close to schools and markets.,33500.0
Arada,2,1,86.4,1,0,0,Rent a 2-bedroom home located in Arada. About 86 square metres of living space. Features a private water tank. Ideal for families or professionals.,33500.0
Yeka,3,2,98.2,1,0,0,"3-bedroom apartment in Yeka available for rent. 98 square metres, well laid out. Features a private water tank. Well maintained and secure.",37000.0
Akaky Kaliti,2,2,96.7,1,1,1,"Apartment with 2 bedrooms in Akaky Kaliti, now available. Floor space of 97 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",34000.0
Bole,3,2,103.4,0,0,0,3-bedroom unit in Bole for long-term rental. Floor space of 103 square metres. Well maintained apartment. Well maintained and secure.,44000.0
Bole,2,1,82.9,0,1,1,"2-bedroom apartment in Bole available for rent. 83 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.",42000.0
Kirkos,2,1,93.3,0,0,0,"Rent a 2-bedroom home located in Kirkos. 93 square metres, well laid out. Well maintained apartment. Well maintained and secure.",35500.0
Addis Ketema,4,2,127.7,1,0,0,"4-bedroom unit in Addis Ketema for long-term rental. 128 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",39000.0
Akaky Kaliti,3,2,105.2,1,0,0,"3-bedroom unit in Akaky Kaliti for long-term rental. 105 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",31000.0
Gulele,3,2,108.1,1,1,0,3-bedroom unit in Gulele for long-term rental. Floor space of 108 square metres. Features a private water tank. Comes with a backup generator. Close to schools and markets.,37500.0
Akaky Kaliti,4,3,139.5,1,0,0,4-bedroom apartment in Akaky Kaliti available for rent. About 140 square metres of living space. Features a private water tank. Ideal for families or professionals.,40500.0
Akaky Kaliti,2,1,105.8,1,0,0,Rent a 2-bedroom home located in Akaky Kaliti. Floor space of 106 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,27500.0
Arada,1,1,71.0,0,0,1,"Apartment with 1 bedrooms in Arada, now available. About 71 square metres of living space. Furnished and ready to move in. Ideal for families or professionals.",28500.0
Yeka,5,3,161.6,1,1,0,"Apartment with 5 bedrooms in Yeka, now available. About 162 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",62000.0
Kolfe,1,1,61.6,1,1,0,"Apartment with 1 bedrooms in Kolfe, now available. About 62 square metres of living space. Features a private water tank. Comes with a backup generator. Close to schools and markets.",21000.0
Gulele,3,1,99.5,0,0,0,"3-bedroom unit in Gulele for long-term rental. 100 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",30000.0
Kirkos,2,1,93.8,0,1,0,"Rent a 2-bedroom home located in Kirkos. 94 square metres, well laid out. Comes with a backup generator. Well maintained and secure.",38000.0
Bole,2,1,88.1,1,0,0,2-bedroom unit in Bole for long-term rental. About 88 square metres of living space. Features a private water tank. Close to schools and markets.,37500.0
Gulele,1,1,46.9,0,0,0,"Apartment with 1 bedrooms in Gulele, now available. 47 square metres, well laid out. Well maintained apartment. Close to schools and markets.",14000.0
Yeka,5,3,148.1,0,1,0,5-bedroom apartment in Yeka available for rent. About 148 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport.,56500.0
Akaky Kaliti,3,2,107.0,1,0,0,"Apartment with 3 bedrooms in Akaky Kaliti, now available. 107 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",31000.0
Yeka,2,1,79.9,0,0,0,2-bedroom apartment in Yeka available for rent. Floor space of 80 square metres. Well maintained apartment. Ideal for families or professionals.,27000.0
Bole,4,3,147.8,0,0,0,4-bedroom apartment in Bole available for rent. Floor space of 148 square metres. Well maintained apartment. Close to schools and markets.,62500.0
Lidetta,1,1,69.8,0,0,0,1-bedroom apartment in Lidetta available for rent. About 70 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,18000.0
Bole,3,2,124.5,0,1,0,3-bedroom apartment in Bole available for rent. Floor space of 124 square metres. Comes with a backup generator. Quiet neighbourhood with good access to transport.,54000.0
Bole,3,2,111.2,0,0,0,Rent a 3-bedroom home located in Bole. About 111 square metres of living space. Well maintained apartment. Well maintained and secure.,47000.0
Nifas Silk,3,2,109.0,1,0,0,Rent a 3-bedroom home located in Nifas Silk. About 109 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,37000.0
Lidetta,1,1,52.8,0,0,0,Rent a 1-bedroom home located in Lidetta. Floor space of 53 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,14500.0
Yeka,5,3,152.1,1,0,1,Rent a 5-bedroom home located in Yeka. Floor space of 152 square metres. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,65000.0
Yeka,2,1,86.2,1,0,1,2-bedroom apartment in Yeka available for rent. Floor space of 86 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,35000.0
Kolfe,4,2,113.6,1,1,0,"4-bedroom unit in Kolfe for long-term rental. 114 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",40000.0
Addis Ketema,4,2,123.5,1,0,0,4-bedroom apartment in Addis Ketema available for rent. About 124 square metres of living space. Features a private water tank. Well maintained and secure.,38500.0
Arada,2,1,82.1,0,0,0,2-bedroom unit in Arada for long-term rental. About 82 square metres of living space. Well maintained apartment. Well maintained and secure.,30000.0
Bole,1,1,69.0,0,0,1,"1-bedroom apartment in Bole available for rent. 69 square metres, well laid out. Furnished and ready to move in. Ideal for families or professionals.",31000.0
Bole,2,2,91.5,0,0,1,"2-bedroom apartment in Bole available for rent. 92 square metres, well laid out. Furnished and ready to move in. Close to schools and markets.",43500.0
Yeka,5,3,145.0,1,0,1,"Rent a 5-bedroom home located in Yeka. 145 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",63000.0
Bole,5,3,157.6,0,0,1,Rent a 5-bedroom home located in Bole. Floor space of 158 square metres. Furnished and ready to move in. Well maintained and secure.,78500.0
Gulele,5,3,149.8,0,0,1,"Rent a 5-bedroom home located in Gulele. 150 square metres, well laid out. Furnished and ready to move in. Close to schools and markets.",55500.0
Bole,2,2,51.6,0,0,0,"2-bedroom apartment in Bole available for rent. 52 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",24500.0
Arada,4,2,124.2,0,1,1,"Apartment with 4 bedrooms in Arada, now available. Floor space of 124 square metres. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.",58500.0
Gulele,1,1,76.9,1,0,0,1-bedroom apartment in Gulele available for rent. Floor space of 77 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,22500.0
Nifas Silk,4,2,109.8,1,1,0,4-bedroom unit in Nifas Silk for long-term rental. About 110 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.,42000.0
Yeka,3,2,109.4,1,1,0,3-bedroom apartment in Yeka available for rent. About 109 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.,42500.0
Kolfe,4,3,149.0,0,0,0,4-bedroom unit in Kolfe for long-term rental. Floor space of 149 square metres. Well maintained apartment. Close to schools and markets.,44500.0
Gulele,4,2,120.9,0,0,1,4-bedroom unit in Gulele for long-term rental. Floor space of 121 square metres. Furnished and ready to move in. Close to schools and markets.,44000.0
Gulele,5,3,152.0,1,0,0,Rent a 5-bedroom home located in Gulele. Floor space of 152 square metres. Features a private water tank. Well maintained and secure.,50500.0
Bole,3,2,92.4,0,0,0,"Apartment with 3 bedrooms in Bole, now available. 92 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",40500.0
Bole,2,1,105.5,0,1,1,Rent a 2-bedroom home located in Bole. Floor space of 106 square metres. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.,50500.0
Akaky Kaliti,3,1,107.0,1,1,0,3-bedroom unit in Akaky Kaliti for long-term rental. About 107 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.,32500.0
Kirkos,1,1,64.6,0,0,0,"Rent a 1-bedroom home located in Kirkos. 65 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",24000.0
Yeka,1,1,80.3,1,0,0,"1-bedroom apartment in Yeka available for rent. 80 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",26500.0
Arada,3,2,115.9,0,1,0,3-bedroom apartment in Arada available for rent. About 116 square metres of living space. Comes with a backup generator. Ideal for families or professionals.,46500.0
Gulele,5,3,141.5,1,0,0,"5-bedroom apartment in Gulele available for rent. 142 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",48000.0
Addis Ketema,3,3,100.2,0,0,0,Rent a 3-bedroom home located in Addis Ketema. About 100 square metres of living space. Well maintained apartment. Ideal for families or professionals.,30500.0
Yeka,4,2,135.9,1,0,1,"4-bedroom apartment in Yeka available for rent. 136 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",56500.0
Akaky Kaliti,1,1,56.5,0,0,1,1-bedroom apartment in Akaky Kaliti available for rent. About 56 square metres of living space. Furnished and ready to move in. Close to schools and markets.,16500.0
Bole,3,2,82.6,0,0,1,Rent a 3-bedroom home located in Bole. About 83 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,42500.0
Arada,4,2,129.4,0,0,0,Rent a 4-bedroom home located in Arada. Floor space of 129 square metres. Well maintained apartment. Well maintained and secure.,50000.0
Nifas Silk,2,1,68.2,1,0,0,2-bedroom apartment in Nifas Silk available for rent. Floor space of 68 square metres. Features a private water tank. Ideal for families or professionals.,24000.0
Bole,1,1,83.4,0,0,1,"Apartment with 1 bedrooms in Bole, now available. About 83 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",36500.0
Bole,1,1,66.1,0,1,0,1-bedroom unit in Bole for long-term rental. Floor space of 66 square metres. Comes with a backup generator. Ideal for families or professionals.,28500.0
Kirkos,5,3,141.1,1,1,1,5-bedroom apartment in Kirkos available for rent. About 141 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets.,74000.0
Addis Ketema,4,3,121.6,0,0,0,4-bedroom unit in Addis Ketema for long-term rental. Floor space of 122 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,37500.0
Nifas Silk,2,1,63.3,1,1,1,Rent a 2-bedroom home located in Nifas Silk. About 63 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,29000.0
Akaky Kaliti,2,1,72.8,1,0,0,2-bedroom apartment in Akaky Kaliti available for rent. Floor space of 73 square metres. Features a private water tank. Ideal for families or professionals.,21000.0
