title,location,subcity,bedrooms,bathrooms,size_sqm,furnished,price_etb,description
"3-bedroom unit in Kirkos for long-term rental. 85 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Kirkos,Kirkos,3.0,2.0,85.4,False,36500.0,"3-bedroom unit in Kirkos for long-term rental. 85 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
1-bedroom apartment in Bole available for rent. Floor space of 78 square metres. Features a private water tank. Ideal for families or professionals.,Bole,Bole,1.0,1.0,77.9,False,31500.0,1-bedroom apartment in Bole available for rent. Floor space of 78 square metres. Features a private water tank. Ideal for families or professionals.
"Rent a 4-bedroom home located in Bole. 140 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",Bole,Bole,4.0,3.0,139.8,False,61500.0,"Rent a 4-bedroom home located in Bole. 140 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport."
"2-bedroom apartment in Addis Ketema available for rent. 101 square metres, well laid out. Furnished and ready to move in. Close to schools and markets.",Addis Ketema,Addis Ketema,2.0,1.0,101.0,False,30500.0,"2-bedroom apartment in Addis Ketema available for rent. 101 square metres, well laid out. Furnished and ready to move in. Close to schools and markets."
1-bedroom apartment in Akaky Kaliti available for rent. Floor space of 63 square metres. Features a private water tank. Well maintained and secure.,Akaky Kaliti,Akaky Kaliti,1.0,1.0,63.4,False,17000.0,1-bedroom apartment in Akaky Kaliti available for rent. Floor space of 63 square metres. Features a private water tank. Well maintained and secure.
"5-bedroom apartment in Gulele available for rent. 164 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Gulele,Gulele,5.0,3.0,164.2,False,51500.0,"5-bedroom apartment in Gulele available for rent. 164 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
"Apartment with 1 bedrooms in Yeka, now available. Floor space of 46 square metres. Comes with a backup generator. Well maintained and secure.",Yeka,Yeka,1.0,1.0,46.3,False,18500.0,"Apartment with 1 bedrooms in Yeka, now available. Floor space of 46 square metres. Comes with a backup generator. Well maintained and secure."
1-bedroom apartment in Addis Ketema available for rent. About 73 square metres of living space. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.,Addis Ketema,Addis Ketema,1.0,1.0,72.6,False,24000.0,1-bedroom apartment in Addis Ketema available for rent. About 73 square metres of living space. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.
1-bedroom unit in Kolfe for long-term rental. Floor space of 55 square metres. Comes with a backup generator. Close to schools and markets.,Kolfe,Kolfe,1.0,1.0,54.7,False,18000.0,1-bedroom unit in Kolfe for long-term rental. Floor space of 55 square metres. Comes with a backup generator. Close to schools and markets.
Rent a 3-bedroom home located in Gulele. About 88 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Gulele,Gulele,3.0,1.0,88.2,False,34000.0,Rent a 3-bedroom home located in Gulele. About 88 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
"1-bedroom unit in Kirkos for long-term rental. 50 square metres, well laid out. Well maintained apartment. Well maintained and secure.",Kirkos,Kirkos,1.0,1.0,50.5,False,19500.0,"1-bedroom unit in Kirkos for long-term rental. 50 square metres, well laid out. Well maintained apartment. Well maintained and secure."
Rent a 5-bedroom home located in Yeka. Floor space of 152 square metres. Well maintained apartment. Well maintained and secure.,Yeka,Yeka,5.0,3.0,152.1,False,55000.0,Rent a 5-bedroom home located in Yeka. Floor space of 152 square metres. Well maintained apartment. Well maintained and secure.
"Apartment with 3 bedrooms in Bole, now available. 98 square metres, well laid out. Well maintained apartment. Well maintained and secure.",Bole,Bole,3.0,2.0,98.1,False,42500.0,"Apartment with 3 bedrooms in Bole, now available. 98 square metres, well laid out. Well maintained apartment. Well maintained and secure."
2-bedroom apartment in Akaky Kaliti available for rent. About 90 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.,Akaky Kaliti,Akaky Kaliti,2.0,1.0,90.5,False,27000.0,2-bedroom apartment in Akaky Kaliti available for rent. About 90 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.
"1-bedroom unit in Arada for long-term rental. 42 square metres, well laid out. Features a private water tank. Well maintained and secure.",Arada,Arada,1.0,1.0,42.3,False,18000.0,"1-bedroom unit in Arada for long-term rental. 42 square metres, well laid out. Features a private water tank. Well maintained and secure."
"Apartment with 3 bedrooms in Yeka, now available. 82 square metres, well laid out. Features a private water tank. Close to schools and markets.",Yeka,Yeka,3.0,2.0,82.5,False,32500.0,"Apartment with 3 bedrooms in Yeka, now available. 82 square metres, well laid out. Features a private water tank. Close to schools and markets."
1-bedroom apartment in Yeka available for rent. About 80 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Yeka,Yeka,1.0,1.0,80.5,False,30500.0,1-bedroom apartment in Yeka available for rent. About 80 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
"Apartment with 5 bedrooms in Nifas Silk, now available. About 163 square metres of living space. Features a private water tank. Ideal for families or professionals.",Nifas Silk,Nifas Silk,5.0,3.0,162.8,False,55500.0,"Apartment with 5 bedrooms in Nifas Silk, now available. About 163 square metres of living space. Features a private water tank. Ideal for families or professionals."
2-bedroom apartment in Bole available for rent. About 73 square metres of living space. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.,Bole,Bole,2.0,1.0,73.4,False,38000.0,2-bedroom apartment in Bole available for rent. About 73 square metres of living space. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.
3-bedroom unit in Lidetta for long-term rental. About 108 square metres of living space. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Lidetta,Lidetta,3.0,2.0,108.0,False,38500.0,3-bedroom unit in Lidetta for long-term rental. About 108 square metres of living space. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
"Rent a 1-bedroom home located in Kolfe. 76 square metres, well laid out. Features a private water tank. Well maintained and secure.",Kolfe,Kolfe,1.0,1.0,76.2,False,21500.0,"Rent a 1-bedroom home located in Kolfe. 76 square metres, well laid out. Features a private water tank. Well maintained and secure."
"Apartment with 1 bedrooms in Gulele, now available. About 69 square metres of living space. Features a private water tank. Close to schools and markets.",Gulele,Gulele,1.0,1.0,69.0,False,20500.0,"Apartment with 1 bedrooms in Gulele, now available. About 69 square metres of living space. Features a private water tank. Close to schools and markets."
"2-bedroom apartment in Kirkos available for rent. 88 square metres, well laid out. Features a private water tank. Close to schools and markets.",Kirkos,Kirkos,2.0,1.0,87.8,False,35500.0,"2-bedroom apartment in Kirkos available for rent. 88 square metres, well laid out. Features a private water tank. Close to schools and markets."
"Apartment with 1 bedrooms in Nifas Silk, now available. 77 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Nifas Silk,Nifas Silk,1.0,1.0,77.1,False,22000.0,"Apartment with 1 bedrooms in Nifas Silk, now available. 77 square metres, well laid out. Well maintained apartment. Close to schools and markets."
"Apartment with 4 bedrooms in Nifas Silk, now available. 121 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.",Nifas Silk,Nifas Silk,4.0,2.0,121.2,False,51500.0,"Apartment with 4 bedrooms in Nifas Silk, now available. 121 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure."
"Apartment with 5 bedrooms in Nifas Silk, now available. Floor space of 152 square metres. Features a private water tank. Well maintained and secure.",Nifas Silk,Nifas Silk,5.0,3.0,152.4,False,53000.0,"Apartment with 5 bedrooms in Nifas Silk, now available. Floor space of 152 square metres. Features a private water tank. Well maintained and secure."
Rent a 5-bedroom home located in Bole. About 152 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Bole,Bole,5.0,3.0,151.8,False,78000.0,Rent a 5-bedroom home located in Bole. About 152 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
"2-bedroom apartment in Kirkos available for rent. 83 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Kirkos,Kirkos,2.0,1.0,82.7,False,32000.0,"2-bedroom apartment in Kirkos available for rent. 83 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
4-bedroom unit in Bole for long-term rental. Floor space of 125 square metres. Comes with a backup generator. Ideal for families or professionals.,Bole,Bole,4.0,2.0,125.3,False,56500.0,4-bedroom unit in Bole for long-term rental. Floor space of 125 square metres. Comes with a backup generator. Ideal for families or professionals.
